log_P_O2	log_P_I	log_P_Cs	Fase	Reazione	Reagenti	Prodotti Solidi	Prodotti Gas	Cs Atoms Transferred	O2 Atoms Transferred	I Atoms Transferred
-46.93877551020408	-93.87755102040816	-26.530612244897952	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-44.89795918367347	-93.87755102040816	-26.530612244897952	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-42.857142857142854	-93.87755102040816	-26.530612244897952	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-40.816326530612244	-93.87755102040816	-26.530612244897952	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-38.775510204081634	-93.87755102040816	-26.530612244897952	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-36.73469387755102	-93.87755102040816	-26.530612244897952	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-34.69387755102041	-93.87755102040816	-26.530612244897952	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-32.65306122448979	-93.87755102040816	-26.530612244897952	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-30.612244897959187	-93.87755102040816	-26.530612244897952	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-28.57142857142857	-93.87755102040816	-26.530612244897952	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-26.530612244897952	-93.87755102040816	-26.530612244897952	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-24.48979591836735	-93.87755102040816	-26.530612244897952	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-22.448979591836732	-93.87755102040816	-26.530612244897952	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-20.408163265306115	-93.87755102040816	-26.530612244897952	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-18.367346938775512	-93.87755102040816	-26.530612244897952	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-16.326530612244895	-93.87755102040816	-26.530612244897952	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-14.285714285714278	-93.87755102040816	-26.530612244897952	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-12.244897959183675	-93.87755102040816	-26.530612244897952	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-10.204081632653057	-93.87755102040816	-26.530612244897952	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-8.16326530612244	-93.87755102040816	-26.530612244897952	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-6.122448979591837	-93.87755102040816	-26.530612244897952	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-4.08163265306122	-93.87755102040816	-26.530612244897952	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-2.040816326530603	-93.87755102040816	-26.530612244897952	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
0.0	-93.87755102040816	-26.530612244897952	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-100.0	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-97.95918367346938	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-95.91836734693878	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-93.87755102040816	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-91.83673469387755	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-89.79591836734694	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-87.75510204081633	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-85.71428571428571	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-83.6734693877551	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-81.63265306122449	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-79.59183673469389	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-77.55102040816327	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-75.51020408163265	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-73.46938775510205	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-71.42857142857143	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-69.38775510204081	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-67.34693877551021	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-65.3061224489796	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-63.265306122448976	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-61.224489795918366	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-59.183673469387756	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-57.14285714285714	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-55.10204081632653	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-53.06122448979592	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-51.0204081632653	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-48.97959183673469	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-46.93877551020408	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-44.89795918367347	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-42.857142857142854	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-40.816326530612244	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-38.775510204081634	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-36.73469387755102	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-34.69387755102041	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-32.65306122448979	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-30.612244897959187	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-28.57142857142857	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-26.530612244897952	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-24.48979591836735	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-22.448979591836732	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-20.408163265306115	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-18.367346938775512	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-16.326530612244895	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-14.285714285714278	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-12.244897959183675	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-10.204081632653057	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-8.16326530612244	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-6.122448979591837	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-4.08163265306122	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-2.040816326530603	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
0.0	-93.87755102040816	-24.48979591836735	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-100.0	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-97.95918367346938	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-95.91836734693878	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-93.87755102040816	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-91.83673469387755	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-89.79591836734694	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-87.75510204081633	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-85.71428571428571	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-83.6734693877551	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-81.63265306122449	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-79.59183673469389	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-77.55102040816327	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-75.51020408163265	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-73.46938775510205	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-71.42857142857143	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-69.38775510204081	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-67.34693877551021	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-65.3061224489796	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-63.265306122448976	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-61.224489795918366	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-59.183673469387756	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-57.14285714285714	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-55.10204081632653	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-53.06122448979592	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-51.0204081632653	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-48.97959183673469	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-46.93877551020408	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-44.89795918367347	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-42.857142857142854	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-40.816326530612244	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-38.775510204081634	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-36.73469387755102	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-34.69387755102041	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-32.65306122448979	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-30.612244897959187	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-28.57142857142857	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-26.530612244897952	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-24.48979591836735	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-22.448979591836732	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-20.408163265306115	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-18.367346938775512	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-16.326530612244895	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-14.285714285714278	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-12.244897959183675	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-10.204081632653057	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-8.16326530612244	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-6.122448979591837	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-4.08163265306122	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-2.040816326530603	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
0.0	-93.87755102040816	-22.448979591836732	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-100.0	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-97.95918367346938	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-95.91836734693878	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-93.87755102040816	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-91.83673469387755	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-89.79591836734694	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-87.75510204081633	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-85.71428571428571	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-83.6734693877551	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-81.63265306122449	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-79.59183673469389	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-77.55102040816327	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-75.51020408163265	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-73.46938775510205	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-71.42857142857143	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-69.38775510204081	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-67.34693877551021	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-65.3061224489796	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-63.265306122448976	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-61.224489795918366	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-59.183673469387756	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-57.14285714285714	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-55.10204081632653	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-53.06122448979592	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-51.0204081632653	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-48.97959183673469	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-46.93877551020408	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-44.89795918367347	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-42.857142857142854	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-40.816326530612244	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-38.775510204081634	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-36.73469387755102	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-34.69387755102041	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-32.65306122448979	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-30.612244897959187	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-28.57142857142857	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-26.530612244897952	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-24.48979591836735	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-22.448979591836732	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-20.408163265306115	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-18.367346938775512	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-16.326530612244895	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-14.285714285714278	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-12.244897959183675	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-10.204081632653057	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-8.16326530612244	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-6.122448979591837	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-4.08163265306122	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-2.040816326530603	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
0.0	-93.87755102040816	-20.408163265306115	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-100.0	-93.87755102040816	-18.367346938775512	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-97.95918367346938	-93.87755102040816	-18.367346938775512	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-95.91836734693878	-93.87755102040816	-18.367346938775512	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-93.87755102040816	-93.87755102040816	-18.367346938775512	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-91.83673469387755	-93.87755102040816	-18.367346938775512	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-89.79591836734694	-93.87755102040816	-18.367346938775512	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-87.75510204081633	-93.87755102040816	-18.367346938775512	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-85.71428571428571	-93.87755102040816	-18.367346938775512	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-83.6734693877551	-93.87755102040816	-18.367346938775512	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-81.63265306122449	-93.87755102040816	-18.367346938775512	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-79.59183673469389	-93.87755102040816	-18.367346938775512	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-77.55102040816327	-93.87755102040816	-18.367346938775512	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-75.51020408163265	-93.87755102040816	-18.367346938775512	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-73.46938775510205	-93.87755102040816	-18.367346938775512	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-71.42857142857143	-93.87755102040816	-18.367346938775512	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-69.38775510204081	-93.87755102040816	-18.367346938775512	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-67.34693877551021	-93.87755102040816	-18.367346938775512	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-65.3061224489796	-93.87755102040816	-18.367346938775512	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-63.265306122448976	-93.87755102040816	-18.367346938775512	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-61.224489795918366	-93.87755102040816	-18.367346938775512	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-59.183673469387756	-93.87755102040816	-18.367346938775512	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
-57.14285714285714	-93.87755102040816	-18.367346938775512	Cs+I+O2	Cs+I+O2	Cs, I, O2		Cs, I, O2	0	0.0	0
